id,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,vote_average,vote_count,popularity_norm,year,month,date,quarter,others,en,fr,ru,es,hi,ja,it,ko,cn,zh
810,160000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1,42.986467,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-05-17,798958165,93.0,6.0,2278,0.38176103991161586,2007,5,17,2,0,1,0,0,0,0,0,0,0,0,0
812,28000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",1,92.98200899999999,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-11-25,504050219,90.0,7.4,3416,1.7621839695317447,1992,11,25,4,0,1,0,0,0,0,0,0,0,0,0
813,3500000,"[{""id"": 35, ""name"": ""Comedy""}]",1,46.116884999999996,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-07-02,83453539,88.0,7.1,1074,0.4681947620721954,1980,7,2,3,0,1,0,0,0,0,0,0,0,0,0
816,16500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1,36.15716,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Capella International"", ""id"": 594}, {""name"": ""Eric's Boy"", ""id"": 595}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-05-02,67683989,94.0,6.5,1013,0.19319758806994458,1997,5,2,2,0,1,0,0,0,0,0,0,0,0,0
817,33000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,18.316151,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Eric's Boy"", ""id"": 595}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-06-08,310940086,95.0,6.2,1011,-0.29940909096473983,1999,6,8,2,0,1,0,0,0,0,0,0,0,0,0
818,63000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,40.137264,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Eric's Boy"", ""id"": 595}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""Moving Pictures"", ""id"": 15888}, {""name"": ""Gratitude International"", ""id"": 52943}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-07-26,296655431,94.0,5.9,979,0.30309192272627855,2002,7,26,3,0,1,0,0,0,0,0,0,0,0,0
819,44000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1,16.245068,"[{""name"": ""Propaganda Films"", ""id"": 278}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Baltimore Pictures"", ""id"": 11407}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-10-18,165615285,147.0,7.3,715,-0.3565935987823858,1996,10,18,4,0,1,0,0,0,0,0,0,0,0,0
820,40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",1,26.82041,"[{""name"": ""Camelot Productions"", ""id"": 523}, {""name"": ""Canal Plus Group"", ""id"": 524}, {""name"": ""Ixtlan Productions"", ""id"": 525}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-12-20,205405498,189.0,7.5,502,-0.06459867280728998,1991,12,20,4,0,1,0,0,0,0,0,0,0,0,0
821,3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1,13.338539,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Roxlom Films"", ""id"": 526}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1961-12-01,10000000,186.0,7.6,155,-0.4368455395895454,1961,12,1,4,0,1,0,0,0,0,0,0,0,0,0
824,52500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1,57.374341,"[{""name"": ""Bazmark Films"", ""id"": 240}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-03-09,179213434,127.0,7.4,1300,0.7790234833927825,2001,3,9,1,0,1,0,0,0,0,0,0,0,0,0
826,3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1,23.109959,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Horizon Pictures (II)"", ""id"": 11356}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1957-10-02,33300000,161.0,7.7,542,-0.16704763994983912,1957,10,2,4,0,1,0,0,0,0,0,0,0,0,0
834,50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1,49.020045,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-01-12,111340801,106.0,6.4,1528,0.548353681688588,2006,1,12,1,0,1,0,0,0,0,0,0,0,0,0
837,5952000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,18.119265,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Famous Players Ltd"", ""id"": 541}, {""name"": ""Guardian Trust Company"", ""id"": 542}, {""name"": ""Filmplan International II"", ""id"": 543}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",1983-02-04,2120439,87.0,7.1,454,-0.3048452946350829,1983,2,4,1,0,1,0,0,0,0,0,0,0,0,0
838,777000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1,19.326114999999998,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Coppola Company"", ""id"": 536}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1973-08-01,140000000,110.0,6.9,324,-0.2715230553719892,1973,8,1,3,0,1,0,0,0,0,0,0,0,0,0
840,20000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",1,52.45650500000001,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""EMI Films"", ""id"": 8263}, {""name"": ""Julia Phillips and Michael Phillips Productions"", ""id"": 11458}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1977-11-16,303788635,135.0,7.2,1098,0.6432375051447353,1977,11,16,4,0,1,0,0,0,0,0,0,0,0,0
841,40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",1,25.876582,"[{""name"": ""Dino De Laurentiis Company"", ""id"": 10308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-12-14,30925690,137.0,6.5,562,-0.09065863256965254,1984,12,14,4,0,1,0,0,0,0,0,0,0,0,0
844,12000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]",10,12.664786999999999,"[{""name"": ""Paradis Films"", ""id"": 255}, {""name"": ""Orly Films"", ""id"": 354}, {""name"": ""Shanghai Film Group Corporation"", ""id"": 19858}, {""name"": ""Jet Tone Films"", ""id"": 26492}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2004-05-20,19271312,129.0,6.9,206,-0.4554484524188018,2004,5,20,2,0,0,0,0,0,0,0,0,0,0,1
846,66000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1,18.59991,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Ten Thirteen Productions"", ""id"": 545}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-06-19,189198313,121.0,6.6,488,-0.29157424380804575,1998,6,19,2,0,1,0,0,0,0,0,0,0,0,0
848,18000000,"[{""id"": 14, ""name"": ""Fantasy""}]",1,3.258422,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Walt Disney Productions"", ""id"": 3166}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1981-06-26,14110013,108.0,6.5,67,-0.7151668475184337,1981,6,26,2,0,1,0,0,0,0,0,0,0,0,0
849,27000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",1,9.904881,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Barclays Mercantile Industrial Finance"", ""id"": 553}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-07-29,16519460,117.0,5.8,129,-0.531651997246782,1983,7,29,3,0,1,0,0,0,0,0,0,0,0,0
853,68000000,"[{""id"": 10752, ""name"": ""War""}]",1,41.273567,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Swanford Films"", ""id"": 549}, {""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Little Bird"", ""id"": 11358}, {""name"": ""KC Medien"", ""id"": 22182}, {""name"": ""Reperage"", ""id"": 24136}, {""name"": ""DOS"", ""id"": 24137}, {""name"": ""MP Film Management"", ""id"": 24138}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2001-03-13,96976270,131.0,7.2,999,0.3344662943891788,2001,3,13,1,0,1,0,0,0,0,0,0,0,0,0
854,23000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",1,85.30318,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-07-29,351583407,101.0,6.6,2472,1.550164433385262,1994,7,29,3,0,1,0,0,0,0,0,0,0,0,0
855,92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1,44.455166,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Scott Free Productions"", ""id"": 1645}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-28,172989651,144.0,7.2,1811,0.4223131710658327,2001,12,28,4,0,1,0,0,0,0,0,0,0,0,0
857,70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1,76.04186700000001,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""Mark Gordon Productions"", ""id"": 11362}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-07-24,481840909,169.0,7.9,5048,1.2944510575088894,1998,7,24,3,0,1,0,0,0,0,0,0,0,0,0
859,14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1,14.480628,"[{""name"": ""Lorimar Film Entertainment"", ""id"": 1176}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""NFH Productions"", ""id"": 18737}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-12-16,34670720,119.0,7.0,257,-0.4053114111413145,1988,12,16,4,0,1,0,0,0,0,0,0,0,0,0
860,12000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,23.161754000000002,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Sherwood Productions"", ""id"": 8791}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-06-03,79567667,114.0,7.0,504,-0.16561753232865006,1983,6,3,2,0,1,0,0,0,0,0,0,0,0,0
861,65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,43.129703000000006,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Carolco Pictures"", ""id"": 14723}, {""name"": ""Carolco International N.V."", ""id"": 80461}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-06-01,261317921,113.0,7.1,1710,0.3857159177034614,1990,6,1,2,0,1,0,0,0,0,0,0,0,0,0
862,30000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1,73.640445,"[{""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-10-30,373554033,81.0,7.7,5269,1.2281455858631527,1995,10,30,4,0,1,0,0,0,0,0,0,0,0,0
863,90000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1,73.575118,"[{""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-30,497366869,92.0,7.3,3806,1.2263418472673537,1999,10,30,4,0,1,0,0,0,0,0,0,0,0,0
864,14000000,"[{""id"": 35, ""name"": ""Comedy""}]",1,22.409117000000002,"[{""name"": ""Walt Disney"", ""id"": 5888}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-09-30,154864401,98.0,6.8,491,-0.18639853261224545,1993,9,30,3,0,1,0,0,0,0,0,0,0,0,0
865,27000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,30.131497999999997,"[{""name"": ""Keith Barish Productions"", ""id"": 964}, {""name"": ""TAFT Entertainment Pictures"", ""id"": 965}, {""name"": ""HBO"", ""id"": 6068}, {""name"": ""Braveworld Productions"", ""id"": 23005}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-11-13,38122105,101.0,6.4,703,0.02682351433871698,1987,11,13,4,0,1,0,0,0,0,0,0,0,0,0
866,25000000,"[{""id"": 18, ""name"": ""Drama""}]",1,34.160447999999995,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Film Colony"", ""id"": 560}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-10-17,116766556,106.0,7.2,1223,0.13806653201203306,2004,10,17,4,0,1,0,0,0,0,0,0,0,0,0
868,3000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",0,2.504169,"[{""name"": ""Movieworld Productions"", ""id"": 563}, {""name"": ""Industrial Development Corporation of South Africa"", ""id"": 564}, {""name"": ""UK Film & TV Production Company"", ""id"": 565}, {""name"": ""National Film & Video Foundation of South Africa"", ""id"": 566}]","[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2005-08-18,9879971,94.0,6.9,94,-0.7359924670493665,2005,8,18,3,1,0,0,0,0,0,0,0,0,0,0
869,100000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",1,51.188633,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Zanuck Company, The"", ""id"": 20004}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-25,362211740,119.0,5.6,1243,0.6082303922980871,2001,7,25,3,0,1,0,0,0,0,0,0,0,0,0
872,2540800,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1,36.556954,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1952-04-10,7200000,103.0,7.8,727,0.2042362683731714,1952,4,10,2,0,1,0,0,0,0,0,0,0,0,0
873,15000000,"[{""id"": 18, ""name"": ""Drama""}]",1,17.571533,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""The Guber-Peters Company"", ""id"": 4357}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-12-18,146292009,154.0,7.7,338,-0.3199686792777915,1985,12,18,4,0,1,0,0,0,0,0,0,0,0,0
874,3900000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1,9.541688,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Highland Films"", ""id"": 571}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1966-12-12,28350000,120.0,7.5,89,-0.5416800902531049,1966,12,12,4,0,1,0,0,0,0,0,0,0,0,0
879,70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1,33.648404,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-12-11,300854823,144.0,6.6,1532,0.12392852589591967,1991,12,11,4,0,1,0,0,0,0,0,0,0,0,0
881,40000000,"[{""id"": 18, ""name"": ""Drama""}]",1,40.379965999999996,"[{""name"": ""David Brown Productions"", ""id"": 903}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-12-11,243240178,138.0,7.1,877,0.30979314832484606,1992,12,11,4,0,1,0,0,0,0,0,0,0,0,0
887,2100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",1,8.38717,"[{""name"": ""Samuel Goldwyn Company, The"", ""id"": 28205}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1946-12-25,23650000,172.0,7.6,143,-0.5735573948307646,1946,12,25,4,0,1,0,0,0,0,0,0,0,0,0
888,46000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1,28.964161999999998,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Hanna-Barbera Productions"", ""id"": 1353}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-05-26,341631208,91.0,5.0,543,-0.005407707016399867,1994,5,26,2,0,1,0,0,0,0,0,0,0,0,0
889,83000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",1,6.248309,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-04-28,59468275,90.0,4.4,134,-0.632613315610066,2000,4,28,2,0,1,0,0,0,0,0,0,0,0,0
907,11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",1,12.854853,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1965-12-22,111858363,197.0,7.4,247,-0.45020055522546437,1965,12,22,4,0,1,0,0,0,0,0,0,0,0,0
913,48000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",1,18.102572,"[{""name"": ""Irish Dreamtime"", ""id"": 597}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-08-06,124305181,113.0,6.6,339,-0.3053062037290207,1999,8,6,3,0,1,0,0,0,0,0,0,0,0,0
920,120000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1,82.643036,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-06-08,461983149,117.0,6.6,3877,1.476715409196437,2006,6,8,2,0,1,0,0,0,0,0,0,0,0,0
921,88000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1,24.100863,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Parkway Pictures (I)"", ""id"": 631}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-06-02,108539911,144.0,7.3,616,-0.13968786849957052,2005,6,2,2,0,1,0,0,0,0,0,0,0,0,0
924,28000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",1,44.529429,"[{""name"": ""New Amsterdam Entertainment"", ""id"": 572}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""Metropolitan Filmexport"", ""id"": 656}, {""name"": ""Toho-Towa"", ""id"": 657}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-03-19,102356381,101.0,6.8,1016,0.42436364084616596,2004,3,19,1,0,1,0,0,0,0,0,0,0,0,0
925,6500000,"[{""id"": 18, ""name"": ""Drama""}]",1,15.580335,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-06-30,37295445,120.0,7.6,292,-0.3749474887207162,1989,6,30,2,0,1,0,0,0,0,0,0,0,0,0
926,45000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,30.816340999999998,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Gran Via Productions"", ""id"": 2605}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-12-23,90683916,102.0,6.9,710,0.045732659885930754,1999,12,23,4,0,1,0,0,0,0,0,0,0,0,0
927,11000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",1,45.072136,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-06-07,153083102,106.0,6.9,1596,0.4393482806139547,1984,6,7,2,0,1,0,0,0,0,0,0,0,0,0
928,50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 14, ""name"": ""Fantasy""}]",1,33.98637,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-06-15,41482207,106.0,6.2,652,0.13326007821376432,1990,6,15,2,0,1,0,0,0,0,0,0,0,0,0
935,1800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",1,41.996783,"[{""name"": ""Hawk Films"", ""id"": 88}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1964-01-29,9440272,95.0,8.0,1442,0.35443495378421347,1964,1,29,1,0,1,0,0,0,0,0,0,0,0,0
943,35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1,36.172182,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-05-15,321731527,118.0,6.4,811,0.193612359315924,1992,5,15,2,0,1,0,0,0,0,0,0,0,0,0
944,140000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1,24.855701,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Donner/Shuler-Donner Productions"", ""id"": 5739}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-07-10,285444603,127.0,6.3,767,-0.11884609658021424,1998,7,10,3,0,1,0,0,0,0,0,0,0,0,0
